"iso","country","year","region","type","consumption","per_capita","percent"
"ARE","United Arab Emirates",2022,"Middle East and North Africa","Nuclear",0.18107,0.01918,0.0371
"ARE","United Arab Emirates",2022,"Middle East and North Africa","Oil",2.14487,0.22718,0.43948
"ARE","United Arab Emirates",2022,"Middle East and North Africa","Other",0.00015,2e-05,3e-05
"ARE","United Arab Emirates",2022,"Middle East and North Africa","Solar",0.07268,0.0077,0.01489
"ARE","United Arab Emirates",2022,"Middle East and North Africa","Total",4.8805,0.51694,1
"ARE","United Arab Emirates",2022,"Middle East and North Africa","Wind",0,0,0
"ARE","United Arab Emirates",2023,"Middle East and North Africa","Biofuels",NA,NA,NA
"ARE","United Arab Emirates",2023,"Middle East and North Africa","Coal",0.10226,0.01075,0.01992
"ARE","United Arab Emirates",2023,"Middle East and North Africa","Hydro",NA,NA,NA
"ARE","United Arab Emirates",2023,"Middle East and North Africa","Natural Gas",2.40796,0.25302,0.46909
"ARE","United Arab Emirates",2023,"Middle East and North Africa","Nuclear",0.28962,0.03043,0.05642
"ARE","United Arab Emirates",2023,"Middle East and North Africa","Oil",2.204,0.23159,0.42935
"ARE","United Arab Emirates",2023,"Middle East and North Africa","Other",0.00038,4e-05,7e-05
"ARE","United Arab Emirates",2023,"Middle East and North Africa","Solar",0.12857,0.01351,0.02505
"ARE","United Arab Emirates",2023,"Middle East and North Africa","Total",5.1333,0.53939,1
"ARE","United Arab Emirates",2023,"Middle East and North Africa","Wind",5e-04,5e-05,1e-04
"ARG","Argentina",1990,"Americas","Biofuels",NA,NA,NA
"ARG","Argentina",1990,"Americas","Coal",0.04416,0.00135,0.02391
"ARG","Argentina",1990,"Americas","Hydro",0.18856,0.00578,0.1021
"ARG","Argentina",1990,"Americas","Natural Gas",0.71035,0.02176,0.38462
"ARG","Argentina",1990,"Americas","Nuclear",0.07438,0.00228,0.04027
"ARG","Argentina",1990,"Americas","Oil",0.8279,0.02537,0.44827
"ARG","Argentina",1990,"Americas","Other",0.00153,5e-05,0.00083
"ARG","Argentina",1990,"Americas","Solar",0,0,0
"ARG","Argentina",1990,"Americas","Total",1.84688,0.05659,1
"ARG","Argentina",1990,"Americas","Wind",0,0,0
"ARG","Argentina",1998,"Americas","Biofuels",NA,NA,NA
"ARG","Argentina",1998,"Americas","Coal",0.02965,0.00082,0.01197
"ARG","Argentina",1998,"Americas","Hydro",0.28184,0.00778,0.11372
"ARG","Argentina",1998,"Americas","Natural Gas",1.06816,0.02948,0.431
"ARG","Argentina",1998,"Americas","Nuclear",0.07613,0.0021,0.03072
"ARG","Argentina",1998,"Americas","Oil",1.01983,0.02815,0.4115
"ARG","Argentina",1998,"Americas","Other",0.00238,7e-05,0.00096
"ARG","Argentina",1998,"Americas","Solar",0,0,0
"ARG","Argentina",1998,"Americas","Total",2.47833,0.0684,1
"ARG","Argentina",1998,"Americas","Wind",0.00035,1e-05,0.00014
"ARG","Argentina",2002,"Americas","Biofuels",NA,NA,NA
"ARG","Argentina",2002,"Americas","Coal",0.01651,0.00044,0.00701
"ARG","Argentina",2002,"Americas","Hydro",0.37596,0.00992,0.15957
"ARG","Argentina",2002,"Americas","Natural Gas",1.05975,0.02797,0.44979
"ARG","Argentina",2002,"Americas","Nuclear",0.05869,0.00155,0.02491
"ARG","Argentina",2002,"Americas","Oil",0.83833,0.02213,0.35581
"ARG","Argentina",2002,"Americas","Other",0.00609,0.00016,0.00258
"ARG","Argentina",2002,"Americas","Solar",0,0,0
"ARG","Argentina",2002,"Americas","Total",2.3561,0.06219,1
"ARG","Argentina",2002,"Americas","Wind",0.00077,2e-05,0.00033
"ARG","Argentina",2003,"Americas","Biofuels",NA,NA,NA
"ARG","Argentina",2003,"Americas","Coal",0.02014,0.00053,0.00797
"ARG","Argentina",2003,"Americas","Hydro",0.35289,0.00922,0.13974
"ARG","Argentina",2003,"Americas","Natural Gas",1.21065,0.03163,0.47938
"ARG","Argentina",2003,"Americas","Nuclear",0.0758,0.00198,0.03002
"ARG","Argentina",2003,"Americas","Oil",0.85501,0.02234,0.33856
"ARG","Argentina",2003,"Americas","Other",0.01012,0.00026,0.00401
"ARG","Argentina",2003,"Americas","Solar",0,0,0
"ARG","Argentina",2003,"Americas","Total",2.52542,0.06598,1
"ARG","Argentina",2003,"Americas","Wind",0.00081,2e-05,0.00032
"ARG","Argentina",2004,"Americas","Biofuels",NA,NA,NA
"ARG","Argentina",2004,"Americas","Coal",0.03427,0.00089,0.01278
"ARG","Argentina",2004,"Americas","Hydro",0.31602,0.00817,0.11786
"ARG","Argentina",2004,"Americas","Natural Gas",1.32513,0.03427,0.4942
"ARG","Argentina",2004,"Americas","Nuclear",0.07833,0.00203,0.02921
"ARG","Argentina",2004,"Americas","Oil",0.91687,0.02371,0.34194
"ARG","Argentina",2004,"Americas","Other",0.00997,0.00026,0.00372
"ARG","Argentina",2004,"Americas","Solar",0,0,0
"ARG","Argentina",2004,"Americas","Total",2.68134,0.06934,1
"ARG","Argentina",2004,"Americas","Wind",0.00075,2e-05,0.00028
"ARG","Argentina",2006,"Americas","Biofuels",NA,NA,NA
"ARG","Argentina",2006,"Americas","Coal",0.03573,9e-04,0.01195
"ARG","Argentina",2006,"Americas","Hydro",0.38941,0.00986,0.13024
"ARG","Argentina",2006,"Americas","Natural Gas",1.46342,0.03707,0.48945
"ARG","Argentina",2006,"Americas","Nuclear",0.07589,0.00192,0.02538
"ARG","Argentina",2006,"Americas","Oil",1.01277,0.02565,0.33872
"ARG","Argentina",2006,"Americas","Other",0.01202,3e-04,0.00402
"ARG","Argentina",2006,"Americas","Solar",0,0,0
"ARG","Argentina",2006,"Americas","Total",2.98995,0.07574,1
"ARG","Argentina",2006,"Americas","Wind",0.00071,2e-05,0.00024
"ARG","Argentina",2007,"Americas","Biofuels",NA,NA,NA
"ARG","Argentina",2007,"Americas","Coal",0.0517,0.0013,0.01659
"ARG","Argentina",2007,"Americas","Hydro",0.3178,0.00797,0.10198
"ARG","Argentina",2007,"Americas","Natural Gas",1.53764,0.03856,0.49341
"ARG","Argentina",2007,"Americas","Nuclear",0.07086,0.00178,0.02274
"ARG","Argentina",2007,"Americas","Oil",1.12539,0.02822,0.36113
"ARG","Argentina",2007,"Americas","Other",0.01231,0.00031,0.00395
"ARG","Argentina",2007,"Americas","Solar",0,0,0
"ARG","Argentina",2007,"Americas","Total",3.11632,0.07815,1
"ARG","Argentina",2007,"Americas","Wind",0.00063,2e-05,2e-04
"ARG","Argentina",2008,"Americas","Biofuels",NA,NA,NA
"ARG","Argentina",2008,"Americas","Coal",0.06306,0.00157,0.01997
"ARG","Argentina",2008,"Americas","Hydro",0.31562,0.00784,0.09995
"ARG","Argentina",2008,"Americas","Natural Gas",1.55479,0.03861,0.49236
"ARG","Argentina",2008,"Americas","Nuclear",0.07178,0.00178,0.02273
"ARG","Argentina",2008,"Americas","Oil",1.1383,0.02826,0.36047
"ARG","Argentina",2008,"Americas","Other",0.01386,0.00034,0.00439
"ARG","Argentina",2008,"Americas","Solar",0,0,0
"ARG","Argentina",2008,"Americas","Total",3.15784,0.07841,1
"ARG","Argentina",2008,"Americas","Wind",0.00042,1e-05,0.00013
"ARG","Argentina",2005,"Americas","Biofuels",NA,NA,NA
"ARG","Argentina",2005,"Americas","Coal",0.03946,0.00101,0.01387
"ARG","Argentina",2005,"Americas","Hydro",0.35271,0.00903,0.12394
"ARG","Argentina",2005,"Americas","Natural Gas",1.4144,0.0362,0.49701
"ARG","Argentina",2005,"Americas","Nuclear",0.06799,0.00174,0.02389
"ARG","Argentina",2005,"Americas","Oil",0.95999,0.02457,0.33733
"ARG","Argentina",2005,"Americas","Other",0.01053,0.00027,0.0037
"ARG","Argentina",2005,"Americas","Solar",0,0,0
"ARG","Argentina",2005,"Americas","Total",2.84583,0.07284,1
"ARG","Argentina",2005,"Americas","Wind",0.00074,2e-05,0.00026
"ARG","Argentina",1997,"Americas","Biofuels",NA,NA,NA
"ARG","Argentina",1997,"Americas","Coal",0.02206,0.00062,0.00922
"ARG","Argentina",1997,"Americas","Hydro",0.29726,0.0083,0.12422
"ARG","Argentina",1997,"Americas","Natural Gas",0.99919,0.0279,0.41752
"ARG","Argentina",1997,"Americas","Nuclear",0.08132,0.00227,0.03398
"ARG","Argentina",1997,"Americas","Oil",0.99108,0.02767,0.41414
"ARG","Argentina",1997,"Americas","Other",0.00205,6e-05,0.00086
"ARG","Argentina",1997,"Americas","Solar",0,0,0
"ARG","Argentina",1997,"Americas","Total",2.39312,0.06682,1
"ARG","Argentina",1997,"Americas","Wind",0.00016,0,6e-05
"ARG","Argentina",2013,"Americas","Biofuels",0.04285,0.00101,0.01213
"ARG","Argentina",2013,"Americas","Coal",0.05378,0.00127,0.01522
"ARG","Argentina",2013,"Americas","Hydro",0.32154,0.00759,0.09101
"ARG","Argentina",2013,"Americas","Natural Gas",1.657,0.03909,0.469
"ARG","Argentina",2013,"Americas","Nuclear",0.05844,0.00138,0.01654
"ARG","Argentina",2013,"Americas","Oil",1.37729,0.03249,0.38983
"ARG","Argentina",2013,"Americas","Other",0.01755,0.00041,0.00497
"ARG","Argentina",2013,"Americas","Solar",0.00015,0,4e-05
"ARG","Argentina",2013,"Americas","Total",3.53303,0.08335,1
"ARG","Argentina",2013,"Americas","Wind",0.00445,1e-04,0.00126
"ARG","Argentina",2014,"Americas","Biofuels",0.05001,0.00117,0.01418
"ARG","Argentina",2014,"Americas","Coal",0.05721,0.00134,0.01622
"ARG","Argentina",2014,"Americas","Hydro",0.31615,0.00738,0.08963
"ARG","Argentina",2014,"Americas","Natural Gas",1.66158,0.0388,0.47104
"ARG","Argentina",2014,"Americas","Nuclear",0.0516,0.00121,0.01463
"ARG","Argentina",2014,"Americas","Oil",1.3677,0.03194,0.38773
"ARG","Argentina",2014,"Americas","Other",0.01704,4e-04,0.00483
"ARG","Argentina",2014,"Americas","Solar",0.00016,0,4e-05
"ARG","Argentina",2014,"Americas","Total",3.52749,0.08237,1
"ARG","Argentina",2014,"Americas","Wind",0.00604,0.00014,0.00171
"ARG","Argentina",2015,"Americas","Biofuels",0.05447,0.00126,0.01518
"ARG","Argentina",2015,"Americas","Coal",0.05693,0.00132,0.01586
"ARG","Argentina",2015,"Americas","Hydro",0.3135,0.00725,0.08735
"ARG","Argentina",2015,"Americas","Natural Gas",1.67949,0.03883,0.46796
"ARG","Argentina",2015,"Americas","Nuclear",0.06548,0.00151,0.01825
"ARG","Argentina",2015,"Americas","Oil",1.39612,0.03227,0.389
"ARG","Argentina",2015,"Americas","Other",0.01709,4e-04,0.00476
"ARG","Argentina",2015,"Americas","Solar",0.00014,0,4e-05
"ARG","Argentina",2015,"Americas","Total",3.58898,0.08297,1
"ARG","Argentina",2015,"Americas","Wind",0.00575,0.00013,0.0016
"ARG","Argentina",2016,"Americas","Biofuels",0.05773,0.00132,0.01616
"ARG","Argentina",2016,"Americas","Coal",0.04388,0.001,0.01228
"ARG","Argentina",2016,"Americas","Hydro",0.28674,0.00657,0.08026
"ARG","Argentina",2016,"Americas","Natural Gas",1.73556,0.03974,0.48578
"ARG","Argentina",2016,"Americas","Nuclear",0.07662,0.00175,0.02145
"ARG","Argentina",2016,"Americas","Oil",1.35326,0.03099,0.37877
"ARG","Argentina",2016,"Americas","Other",0.01353,0.00031,0.00379
"ARG","Argentina",2016,"Americas","Solar",0.00014,0,4e-05
"ARG","Argentina",2016,"Americas","Total",3.57273,0.08182,1
"ARG","Argentina",2016,"Americas","Wind",0.00528,0.00012,0.00148
"ARG","Argentina",2017,"Americas","Biofuels",0.06634,0.00151,0.01859
"ARG","Argentina",2017,"Americas","Coal",0.04509,0.00102,0.01263
"ARG","Argentina",2017,"Americas","Hydro",0.30269,0.00687,0.08481
"ARG","Argentina",2017,"Americas","Natural Gas",1.7388,0.03947,0.48719
"ARG","Argentina",2017,"Americas","Nuclear",0.05597,0.00127,0.01568
"ARG","Argentina",2017,"Americas","Oil",1.33732,0.03036,0.3747
"ARG","Argentina",2017,"Americas","Other",0.0168,0.00038,0.00471
"ARG","Argentina",2017,"Americas","Solar",0.00016,0,4e-05
"ARG","Argentina",2017,"Americas","Total",3.56903,0.08101,1
"ARG","Argentina",2017,"Americas","Wind",0.00586,0.00013,0.00164
"ARG","Argentina",2018,"Americas","Biofuels",0.06334,0.00143,0.01787
"ARG","Argentina",2018,"Americas","Coal",0.04935,0.00111,0.01393
"ARG","Argentina",2018,"Americas","Hydro",0.30744,0.00692,0.08676
"ARG","Argentina",2018,"Americas","Natural Gas",1.75328,0.03948,0.49477
"ARG","Argentina",2018,"Americas","Nuclear",0.06281,0.00141,0.01772
"ARG","Argentina",2018,"Americas","Oil",1.27665,0.02874,0.36027
"ARG","Argentina",2018,"Americas","Other",0.01629,0.00037,0.0046
"ARG","Argentina",2018,"Americas","Solar",0.00103,2e-05,0.00029
"ARG","Argentina",2018,"Americas","Total",3.54364,0.07979,1
"ARG","Argentina",2018,"Americas","Wind",0.01346,3e-04,0.0038
"ARG","Argentina",2019,"Americas","Biofuels",0.06469,0.00145,0.01938
"ARG","Argentina",2019,"Americas","Coal",0.02925,0.00065,0.00876
"ARG","Argentina",2019,"Americas","Hydro",0.261,0.00583,0.07818
"ARG","Argentina",2019,"Americas","Natural Gas",1.67612,0.03746,0.50206
"ARG","Argentina",2019,"Americas","Nuclear",0.07687,0.00172,0.02303
"ARG","Argentina",2019,"Americas","Oil",1.1586,0.02589,0.34704
"ARG","Argentina",2019,"Americas","Other",0.01696,0.00038,0.00508
"ARG","Argentina",2019,"Americas","Solar",0.00759,0.00017,0.00227
"ARG","Argentina",2019,"Americas","Total",3.33849,0.07461,1
"ARG","Argentina",2019,"Americas","Wind",0.04741,0.00106,0.0142
"ARG","Argentina",2020,"Americas","Biofuels",0.03473,0.00077,0.01109
"ARG","Argentina",2020,"Americas","Coal",0.03606,8e-04,0.01151
"ARG","Argentina",2020,"Americas","Hydro",0.22379,0.00497,0.07147
"ARG","Argentina",2020,"Americas","Natural Gas",1.58152,0.03512,0.50506
"ARG","Argentina",2020,"Americas","Nuclear",0.09083,0.00202,0.029
"ARG","Argentina",2020,"Americas","Oil",1.0375,0.02304,0.33132
"ARG","Argentina",2020,"Americas","Other",0.02528,0.00056,0.00807
"ARG","Argentina",2020,"Americas","Solar",0.01271,0.00028,0.00406
"ARG","Argentina",2020,"Americas","Total",3.13138,0.06953,1
"ARG","Argentina",2020,"Americas","Wind",0.08897,0.00198,0.02841
"ARG","Argentina",2021,"Americas","Biofuels",0.03751,0.00083,0.01087
"ARG","Argentina",2021,"Americas","Coal",0.05059,0.00112,0.01466
"ARG","Argentina",2021,"Americas","Hydro",0.18508,0.00409,0.05364
"ARG","Argentina",2021,"Americas","Natural Gas",1.65363,0.03652,0.47925
"ARG","Argentina",2021,"Americas","Nuclear",0.09193,0.00203,0.02664
"ARG","Argentina",2021,"Americas","Oil",1.26321,0.0279,0.3661
"ARG","Argentina",2021,"Americas","Other",0.0259,0.00057,0.00751
"ARG","Argentina",2021,"Americas","Solar",0.02075,0.00046,0.00601
"ARG","Argentina",2021,"Americas","Total",3.45047,0.07621,1
"ARG","Argentina",2021,"Americas","Wind",0.12187,0.00269,0.03532
"ARG","Argentina",2022,"Americas","Biofuels",0.0504,0.00111,0.0136
"ARG","Argentina",2022,"Americas","Coal",0.05361,0.00118,0.01447
"ARG","Argentina",2022,"Americas","Hydro",0.21371,0.0047,0.05767
"ARG","Argentina",2022,"Americas","Natural Gas",1.6507,0.03627,0.44544
"ARG","Argentina",2022,"Americas","Nuclear",0.06727,0.00148,0.01815
"ARG","Argentina",2022,"Americas","Oil",1.4825,0.03258,0.40005
"ARG","Argentina",2022,"Americas","Other",0.02704,0.00059,0.0073
"ARG","Argentina",2022,"Americas","Solar",0.02759,0.00061,0.00745
"ARG","Argentina",2022,"Americas","Total",3.70577,0.08143,1
"ARG","Argentina",2022,"Americas","Wind",0.13295,0.00292,0.03588
"ARG","Argentina",2023,"Americas","Biofuels",0.04598,0.001,0.01253
"ARG","Argentina",2023,"Americas","Coal",0.04606,0.00101,0.01255
"ARG","Argentina",2023,"Americas","Hydro",0.2796,0.00611,0.07616
"ARG","Argentina",2023,"Americas","Natural Gas",1.61771,0.03534,0.44066
"ARG","Argentina",2023,"Americas","Nuclear",0.08043,0.00176,0.02191
"ARG","Argentina",2023,"Americas","Oil",1.40917,0.03079,0.38386
"ARG","Argentina",2023,"Americas","Other",0.02615,0.00057,0.00712
"ARG","Argentina",2023,"Americas","Solar",0.0306,0.00067,0.00834
"ARG","Argentina",2023,"Americas","Total",3.67107,0.0802,1
"ARG","Argentina",2023,"Americas","Wind",0.13537,0.00296,0.03687
"ARG","Argentina",1995,"Americas","Biofuels",NA,NA,NA
"ARG","Argentina",1995,"Americas","Coal",0.02669,0.00076,0.0118
"ARG","Argentina",1995,"Americas","Hydro",0.28214,0.00807,0.12475
"ARG","Argentina",1995,"Americas","Natural Gas",0.94492,0.02704,0.4178
"ARG","Argentina",1995,"Americas","Nuclear",0.07218,0.00207,0.03191
"ARG","Argentina",1995,"Americas","Oil",0.93436,0.02674,0.41313
"ARG","Argentina",1995,"Americas","Other",0.00137,4e-05,6e-04
"ARG","Argentina",1995,"Americas","Solar",0,0,0
"ARG","Argentina",1995,"Americas","Total",2.26165,0.06472,1
"ARG","Argentina",1995,"Americas","Wind",0,0,0
"ARG","Argentina",1996,"Americas","Biofuels",NA,NA,NA
"ARG","Argentina",1996,"Americas","Coal",0.02796,0.00079,0.01182
"ARG","Argentina",1996,"Americas","Hydro",0.23921,0.00676,0.10112
"ARG","Argentina",1996,"Americas","Natural Gas",1.08426,0.03064,0.45833
"ARG","Argentina",1996,"Americas","Nuclear",0.07619,0.00215,0.03221
"ARG","Argentina",1996,"Americas","Oil",0.93537,0.02643,0.39539
"ARG","Argentina",1996,"Americas","Other",0.00256,7e-05,0.00108
"ARG","Argentina",1996,"Americas","Solar",0,0,0
"ARG","Argentina",1996,"Americas","Total",2.36566,0.06685,1
"ARG","Argentina",1996,"Americas","Wind",1e-04,0,4e-05
"ARG","Argentina",2010,"Americas","Biofuels",0.02132,0.00052,0.0067
